Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8q4,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8q4_1309746_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Commercial buildings,,,,"Laemmle Building (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b832_f6_tobacco shop 1,,,"Laemmle Building, tobacco shop, view of interior looking north, Los Angeles, California, 1933",1933,1 photographic print,1933,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8rn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8rn_1309751_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Commercial buildings,,,,"Laemmle Building (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b832_f6_tobacco shop 2,,,"Laemmle Building, tobacco shop, view of interior looking north, Los Angeles, California, 1932-1937",Between 1932 and 1937,1 photographic print,1932/1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8s5,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8s5_1309754_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,Luckhaus Studio,Office buildings|~|Architecture--California--20th century|~|Commercial buildings,,,,"Laemmle Building (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b832_f6_tobacco shop 3,,,"Laemmle Building, tobacco shop, view of interior looking north, Los Angeles, California, 1932-1937",Between 1932 and 1937,1 photographic print,1932/1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8tp,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8tp_1309757_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Commercial buildings,,,,"Laemmle Building (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b832_f6_tobacco shop 4,,,"Laemmle Building, tobacco shop, overhead view of interior looking south, Los Angeles, California, 1932-1937",Between 1932 and 1937,1 photographic print,1932/1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8v6,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8v6_1309762_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b832_f7_landfair building,,,"Landfair Apartments, second floor interior, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8wq,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8wq_1309769_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_from up the street,,,"Landfair Apartments, street view of exterior, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8x7,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8x7_1309772_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_front entrances,,,"Landfair Apartments, northwest facade, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8zr,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf8zr_1309775_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_garage front,,,"Landfair Apartments, garage, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf90r,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf90r_1309778_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_glued prints,,This image is composed of 2 prints glued together.,"Landfair Apartments, exterior looking east, Los Angeles, California, 1937",1937,2 photographic prints,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf918,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf918_1309781_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_inside apt,,,"Landfair Apartments, second floor interior, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf939,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf939_1309790_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_kitchen,,,"Landfair Apartments, kitchen, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf94t,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf94t_1309793_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_landfair landscape,,,"Landfair Apartments, north facade, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf95b,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf95b_1309796_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_side view,,,"Landfair Apartments, southwest facade, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf96v,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf96v_1309799_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_under construction,,,"Landfair Apartments, north exterior during construction, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf97c,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf97c_1309802_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_view from bushes,,,"Landfair Apartments, view of east facade and surrounding vegetation, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf98w,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nf98w_1309805_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,apartment houses|~|Architecture--California--20th century,,,,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_view from hill,,,"Landfair Apartments, view of south facade, Los Angeles, California, 1937",1937,1 photographic print,1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbjh,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbjh_1309962_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Medical centers,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_1,,,"Mariner's Medical Center, Newport Beach, 1963",1963,1 photographic print,1963,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbk1,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbk1_1309971_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Medical centers,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_2.,,,"Mariner's Medical Center, view of building and parking lot, Newport Beach, 1963",1963,1 photographic print,1963,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbmj,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbmj_1310000_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Architecture--California--20th century,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_3,,,"Mariner's Medical Center, view of building courtyard, Newport Beach, 1963",1963,1 photographic print,1963,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbn2,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbn2_1310005_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Medical centers,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_4,,,"Mariner's Medical Center, view of building, pool, and walkway, Newport Beach, 1963",1963,1 photographic print,1963,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbpk,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbpk_1310012_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Medical centers,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_5,,,"Mariner's Medical Center, view of building and parking lot, Newport Beach, 1963",1963,1 photographic print,1963,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbq3,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbq3_1310034_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Medical centers,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_6,,,"Mariner's Medical Center, oblique view of exterior, Newport Beach, 1963",1963,1 photographic print,1963,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbrm,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbrm_1310039_master.tif,,,,,,still image,,,,,Floor plans,,,California,,,Office buildings|~|Architecture--California--20th century|~|Medical centers,,,,"Mariners' Medical Center (Newport Beach, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b838_f(6)_Mariners Medical Arts Center_floorplan,,,"Mariner's Medical Center, floor plan, Newport Beach, 1962",1962,1 drawing,1962,ink on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbtn,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbtn_1310046_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,California,,,dwellings|~|Furniture,,,,"Rice House (Richmond, VA)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,mss1429_b868_f1_KH-E7_chairdetail,,,"Rice House, view of chair through living room window, Richmond, Virginia, 1964",1964,1 photographic print,1964,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbwp,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbwp_1310049_master.tif,,,,,,still image,,,,,Black-and-white photographs,,,Virginia,,,dwellings|~|Architecture--California--20th century,,,,"Rice House (Richmond, VA)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,mss1429_b868_f1_KH-E7_nightviewoflivingrmterracebalcony,,,"Rice House, night view of living room and balcony, Richmond, Virginia, 1964",1964,1 photographic print,1964,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbx6,ark:/21198/zz0008b9tw,1,In progress,Work,neutra/masters/srgb/21198-zz001nfbx6_1310052_master.tif,,,,,,still image,,,private,,Portrait photographs,copyrighted,,California,"Neutra, Richard Joseph, $d 1892-1970",,Architects $z 20th century,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b870_f(3)_item # 017,,,"Richard J. Neutra, profile",Between 1960 and 1970,1 photographic print,1960/1970,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfbzq,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfbzq_1310055_master.tif,,,,,,still image,,,,,Portrait photographs,,,California,"Neutra, Richard Joseph, $d 1892-1970",,Architects $z 20th century,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b870_f(3)_item # 018,,,"Richard J. Neutra, portrait",Between 1960 and 1970,1 photographic print,1960/1970,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgmg,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgmg_1310446_master.tif,,,,,,still image,,,,,Drawings,,,Idaho,,"Hummel, Hummel, and Jones, architects",dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_F1270_001,,,"Mountain Home Air Force Base Housing, drawing of typical front view, 1954",1954,1 drawing,1954,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgn0,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgn0_1310449_master.tif,,,,,,still image,,,,,Drawings,,,Idaho,,"Hummel, Hummel, and Jones, architects",dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_F1270_002,,,"Mountain Home Air Force Base Housing, drawing of typical rear view, 1954",June 1954,1 drawing,1954-06,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgph,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgph_1310482_master.tif,,,,,,still image,,,,,Plans,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_F1270_003,,Suggested plan for master officers' site and extended lawn area.,"Mountain Home Air Force Base Housing, plan of master officers' site with landscaping details, 1954",1954,1 drawing,1954,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgq1,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgq1_1310493_master.tif,,,,,,still image,,,,,Floor plans,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,eng,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_F1270_004,,,"Mountain Home Air Force Base Housing, floor plan of typical three bedroom unit, 1954","January 20, 1954",1 drawing,1954-01-20,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgrj,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgrj_1310498_master.tif,,,,,,still image,,,,,Site plans,,,Idaho,,,dwellings|~|Architecture--California--20th century,,,,"Mountain Home Air Force Base Housing (Boise, Idaho)",Neutra and Alexander,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_F1270_005,,,"Mountain Home Air Force Base Housing, blueline print site plan, 1954",1954,1 print,1954,blueline print,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgs2,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgs2_1310501_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Black-and-white photographs|~|models (representations),,,Germany,,,Architecture--California--20th century|~|Theaters,,,,,,"Shulman, Julius",,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_b796_f(1)_001,,Three dimensional model created by Richard Neutra for a competition to redesign the Dusseldorf Theater. German architect Bernhard Pfau won the competition and designed the new building.,"Dusseldorf Theater competition, model of exterior, 1959",1959,1 photographic print,1959,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgtk,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgtk_1310504_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Architectural drawings,,,Germany,,,Architecture--California--20th century|~|Theaters,,,ger,"Dusseldorf Theatre (Dusseldorf, Germany)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_b796_f(1)_002,,Rendering created by Richard Neutra for a competition to redesign the Dusseldorf Theater. German architect Bernhard Pfau won the competition and designed the new building.,"Dusseldorf Theater competition, rendering, 1959",1954,1 drawing,1954,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nfgv3,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz001nfgv3_1310507_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,Germany,,,Architecture--California--20th century|~|Theaters,,,ger,"Dusseldorf Theatre (Dusseldorf, Germany)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,CLUS_1179_b796_f(3)_001,,Drawing by Richard Neutra for a competition to redesign the Dusseldorf Theater. German architect Bernhard Pfau won the competition and designed the new building.,"Dusseldorf Theater competition, drawing of theater details, 1959",1959,1 drawing,1959,pen and ink on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
