Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Title,Alt ID.local,Bucketeer State,IIIF Access URL
Sachtleben (William Lewis) Papers. Collection 1994,ark:/21198/zz002hk73v,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_073.tif,73,text,"[Turkey travel diary: page 67, Apr. 24, 1891]",1841_diary_10_073,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk73v
Sachtleben (William Lewis) Papers. Collection 1995,ark:/21198/zz002hk74c,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_074.tif,74,text,"[Turkey travel diary: page 68, Apr. 24, 1891]",1841_diary_10_074,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk74c
Sachtleben (William Lewis) Papers. Collection 1996,ark:/21198/zz002hk75w,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_075.tif,75,text,"[Turkey travel diary: page 69, Apr. 25, 1891]",1841_diary_10_075,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk75w
Sachtleben (William Lewis) Papers. Collection 1997,ark:/21198/zz002hk76d,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_076.tif,76,text,"[Turkey travel diary: page 70, Apr. 25, 1891]",1841_diary_10_076,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk76d
Sachtleben (William Lewis) Papers. Collection 1998,ark:/21198/zz002hk77x,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_077.tif,77,text,"[Turkey travel diary: page 71, Apr. 25, 1891]",1841_diary_10_077,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk77x
Sachtleben (William Lewis) Papers. Collection 1999,ark:/21198/zz002hk78f,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_078.tif,78,text,"[Turkey travel diary: page 72, Apr. 25, 1891]",1841_diary_10_078,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk78f
Sachtleben (William Lewis) Papers. Collection 2000,ark:/21198/zz002hk79z,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_079.tif,79,text,"[Turkey travel diary: page 73, Apr. 25-26, 1891]",1841_diary_10_079,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk79z
Sachtleben (William Lewis) Papers. Collection 2001,ark:/21198/zz002hk7bg,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_080.tif,80,text,"[Turkey travel diary: page 74, Apr. 26, 1891]",1841_diary_10_080,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7bg
Sachtleben (William Lewis) Papers. Collection 2002,ark:/21198/zz002hk7c0,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_081.tif,81,text,"[Turkey travel diary: page 75, Apr. 26, 1891]",1841_diary_10_081,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7c0
Sachtleben (William Lewis) Papers. Collection 2003,ark:/21198/zz002hk7dh,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_082.tif,82,text,"[Turkey travel diary: page 76, Apr. 26, 1891]",1841_diary_10_082,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7dh
Sachtleben (William Lewis) Papers. Collection 2004,ark:/21198/zz002hk7f1,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_083.tif,83,text,"[Turkey travel diary: page 77, Apr. 26, 1891]",1841_diary_10_083,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7f1
Sachtleben (William Lewis) Papers. Collection 2005,ark:/21198/zz002hk7gj,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_084.tif,84,text,"[Turkey travel diary: page 78, Apr. 26, 1891]",1841_diary_10_084,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7gj
Sachtleben (William Lewis) Papers. Collection 2006,ark:/21198/zz002hk7h2,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_085.tif,85,text,"[Turkey travel diary: page 79, Apr. 26, 1891]",1841_diary_10_085,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7h2
Sachtleben (William Lewis) Papers. Collection 2007,ark:/21198/zz002hk7jk,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_086.tif,86,text,"[Turkey travel diary: page 80, Apr. 26-27, 1891]",1841_diary_10_086,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7jk
Sachtleben (William Lewis) Papers. Collection 2008,ark:/21198/zz002hk7k3,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_087.tif,87,text,"[Turkey travel diary: page 81, Apr. 27, 1891]",1841_diary_10_087,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7k3
Sachtleben (William Lewis) Papers. Collection 2009,ark:/21198/zz002hk7mm,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_088.tif,88,text,"[Turkey travel diary: page 82, Apr. 27, 1891]",1841_diary_10_088,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7mm
Sachtleben (William Lewis) Papers. Collection 2010,ark:/21198/zz002hk7n4,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_089.tif,89,text,"[Turkey travel diary: page 83, Apr. 27, 1891]",1841_diary_10_089,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7n4
Sachtleben (William Lewis) Papers. Collection 2011,ark:/21198/zz002hk7pn,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_090.tif,90,text,"[Turkey travel diary: page 84, Apr. 27, 1891]",1841_diary_10_090,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7pn
Sachtleben (William Lewis) Papers. Collection 2012,ark:/21198/zz002hk7q5,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_091.tif,91,text,"[Turkey travel diary: page 85, Apr. 27, 1891]",1841_diary_10_091,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7q5
Sachtleben (William Lewis) Papers. Collection 2013,ark:/21198/zz002hk7rp,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_092.tif,92,text,"[Turkey travel diary: page 86, Apr. 27, 1891]",1841_diary_10_092,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7rp
Sachtleben (William Lewis) Papers. Collection 2014,ark:/21198/zz002hk7s6,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_093.tif,93,text,"[Turkey travel diary: page 87, Apr. 27, 1891]",1841_diary_10_093,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7s6
Sachtleben (William Lewis) Papers. Collection 2015,ark:/21198/zz002hk7tq,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_094.tif,94,text,"[Turkey travel diary: page 88, Apr. 27, 1891]",1841_diary_10_094,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7tq
Sachtleben (William Lewis) Papers. Collection 2016,ark:/21198/zz002hk7v7,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_095.tif,95,text,"[Turkey travel diary: page 89, Apr. 27-28, 1891]",1841_diary_10_095,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7v7
Sachtleben (William Lewis) Papers. Collection 2017,ark:/21198/zz002hk7wr,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_096.tif,96,text,"[Turkey travel diary: page 90, Apr. 28-29, 1891]",1841_diary_10_096,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7wr
Sachtleben (William Lewis) Papers. Collection 2018,ark:/21198/zz002hk7x8,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_097.tif,97,text,"[Turkey travel diary: page 91, Apr. 30, 1891]",1841_diary_10_097,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7x8
Sachtleben (William Lewis) Papers. Collection 2019,ark:/21198/zz002hk7zs,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_098.tif,98,text,"[Turkey travel diary: page 92, Apr. 30, 1891]",1841_diary_10_098,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk7zs
Sachtleben (William Lewis) Papers. Collection 2020,ark:/21198/zz002hk80s,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_099.tif,99,text,"[Turkey travel diary: page 93, Apr. 30, 1891]",1841_diary_10_099,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk80s
Sachtleben (William Lewis) Papers. Collection 2021,ark:/21198/zz002hk819,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_100.tif,100,text,"[Turkey travel diary: page 94, Apr. 30, 1891]",1841_diary_10_100,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk819
Sachtleben (William Lewis) Papers. Collection 2022,ark:/21198/zz002hk82t,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_101.tif,101,text,"[Turkey travel diary: page 95, Apr. 30-May 1, 1891]",1841_diary_10_101,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk82t
Sachtleben (William Lewis) Papers. Collection 2023,ark:/21198/zz002hk83b,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_102.tif,102,text,"[Turkey travel diary: page 96, May 1, 1891]",1841_diary_10_102,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk83b
Sachtleben (William Lewis) Papers. Collection 2024,ark:/21198/zz002hk84v,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_103.tif,103,text,"[Turkey travel diary: page 97, May 1, 1891]",1841_diary_10_103,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk84v
Sachtleben (William Lewis) Papers. Collection 2025,ark:/21198/zz002hk85c,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_104.tif,104,text,"[Turkey travel diary: page 98, May 1, 1891]",1841_diary_10_104,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk85c
Sachtleben (William Lewis) Papers. Collection 2026,ark:/21198/zz002hk86w,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_105.tif,105,text,"[Turkey travel diary: page 99, May 1, 1891 (Messiah's Herald newspaper clipping from this opening placed at end of diary)]",1841_diary_10_105,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk86w
Sachtleben (William Lewis) Papers. Collection 2027,ark:/21198/zz002hk87d,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_106.tif,106,text,"[Turkey travel diary: page 100, May 1-2, 1891]",1841_diary_10_106,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk87d
Sachtleben (William Lewis) Papers. Collection 2028,ark:/21198/zz002hk88x,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_107.tif,107,text,"[Turkey travel diary: page 101, May 2, 1891]",1841_diary_10_107,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk88x
Sachtleben (William Lewis) Papers. Collection 2029,ark:/21198/zz002hk89f,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_108.tif,108,text,"[Turkey travel diary: page 102, May 3, 1891]",1841_diary_10_108,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk89f
Sachtleben (William Lewis) Papers. Collection 2030,ark:/21198/zz002hk8bz,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_109.tif,109,text,"[Turkey travel diary: page 103, May 3, 1891]",1841_diary_10_109,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8bz
Sachtleben (William Lewis) Papers. Collection 2031,ark:/21198/zz002hk8cg,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_110.tif,110,text,"[Turkey travel diary: page 102, May 3, 1891]",1841_diary_10_110,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8cg
Sachtleben (William Lewis) Papers. Collection 2032,ark:/21198/zz002hk8d0,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_111.tif,111,text,"[Turkey travel diary: page 103, May 3, 1891]",1841_diary_10_111,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8d0
Sachtleben (William Lewis) Papers. Collection 2033,ark:/21198/zz002hk8fh,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_112.tif,112,text,"[Turkey travel diary: page 102, May 3, 1891]",1841_diary_10_112,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8fh
Sachtleben (William Lewis) Papers. Collection 2034,ark:/21198/zz002hk8g1,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_113.tif,113,text,"[Turkey travel diary: page 103, May 3, 1891]",1841_diary_10_113,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8g1
Sachtleben (William Lewis) Papers. Collection 2035,ark:/21198/zz002hk8hj,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_114.tif,114,text,"[Turkey travel diary: page 102, May 3, 1891]",1841_diary_10_114,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8hj
Sachtleben (William Lewis) Papers. Collection 2036,ark:/21198/zz002hk8j2,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_115.tif,115,text,"[Turkey travel diary: page 103, May 3, 1891]",1841_diary_10_115,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8j2
Sachtleben (William Lewis) Papers. Collection 2037,ark:/21198/zz002hk8kk,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_116.tif,116,text,"[Turkey travel diary: page 104, May 3, 1891]",1841_diary_10_116,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8kk
Sachtleben (William Lewis) Papers. Collection 2038,ark:/21198/zz002hk8m3,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_117.tif,117,text,"[Turkey travel diary: page 105, May 3, 1891]",1841_diary_10_117,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8m3
Sachtleben (William Lewis) Papers. Collection 2039,ark:/21198/zz002hk8nm,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_118.tif,118,text,"[Turkey travel diary: page 106, May 3, 1891]",1841_diary_10_118,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8nm
Sachtleben (William Lewis) Papers. Collection 2040,ark:/21198/zz002hk8p4,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_119.tif,119,text,"[Turkey travel diary: page 107, May 3, 1891]",1841_diary_10_119,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8p4
Sachtleben (William Lewis) Papers. Collection 2041,ark:/21198/zz002hk8qn,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_120.tif,120,text,"[Turkey travel diary: page 108, May 3-4, 1891]",1841_diary_10_120,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8qn
Sachtleben (William Lewis) Papers. Collection 2042,ark:/21198/zz002hk8r5,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_121.tif,121,text,"[Turkey travel diary: page 109, May 4, 1891]",1841_diary_10_121,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8r5
Sachtleben (William Lewis) Papers. Collection 2043,ark:/21198/zz002hk8sp,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_122.tif,122,text,"[Turkey travel diary: page 110, May 5, 1891]",1841_diary_10_122,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8sp
Sachtleben (William Lewis) Papers. Collection 2044,ark:/21198/zz002hk8t6,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_123.tif,123,text,"[Turkey travel diary: page 111, May 5, 1891]",1841_diary_10_123,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8t6
Sachtleben (William Lewis) Papers. Collection 2045,ark:/21198/zz002hk8vq,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_124.tif,124,text,"[Turkey travel diary: page 110, May 5, 1891]",1841_diary_10_124,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8vq
Sachtleben (William Lewis) Papers. Collection 2046,ark:/21198/zz002hk8w7,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_125.tif,125,text,"[Turkey travel diary: page 111, May 5, 1891]",1841_diary_10_125,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8w7
Sachtleben (William Lewis) Papers. Collection 2047,ark:/21198/zz002hk8xr,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_126.tif,126,text,"[Turkey travel diary: page 112, May 6, 1891]",1841_diary_10_126,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8xr
Sachtleben (William Lewis) Papers. Collection 2048,ark:/21198/zz002hk8z8,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_127.tif,127,text,"[Turkey travel diary: page 113, May 6, 1891]",1841_diary_10_127,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk8z8
Sachtleben (William Lewis) Papers. Collection 2049,ark:/21198/zz002hk908,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_128.tif,128,text,"[Turkey travel diary: page 114, May 6, 1891]",1841_diary_10_128,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk908
Sachtleben (William Lewis) Papers. Collection 2050,ark:/21198/zz002hk91s,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_129.tif,129,text,"[Turkey travel diary: page 115, May 6-7, 1891]",1841_diary_10_129,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk91s
Sachtleben (William Lewis) Papers. Collection 2051,ark:/21198/zz002hk929,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_130.tif,130,text,"[Turkey travel diary: page 116, May 7, 1891]",1841_diary_10_130,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk929
Sachtleben (William Lewis) Papers. Collection 2052,ark:/21198/zz002hk93t,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_131.tif,131,text,"[Turkey travel diary: page 117, May 7, 1891]",1841_diary_10_131,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk93t
Sachtleben (William Lewis) Papers. Collection 2053,ark:/21198/zz002hk94b,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_132.tif,132,text,"[Turkey travel diary: page 118, May 7, 1891]",1841_diary_10_132,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk94b
Sachtleben (William Lewis) Papers. Collection 2054,ark:/21198/zz002hk95v,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_133.tif,133,text,"[Turkey travel diary: page 119, May 8, 1891]",1841_diary_10_133,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk95v
Sachtleben (William Lewis) Papers. Collection 2055,ark:/21198/zz002hk96c,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_134.tif,134,text,"[Turkey travel diary: page 120, May 8, 1891]",1841_diary_10_134,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk96c
Sachtleben (William Lewis) Papers. Collection 2056,ark:/21198/zz002hk97w,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_135.tif,135,text,"[Turkey travel diary: page 121, May 8, 1891]",1841_diary_10_135,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk97w
Sachtleben (William Lewis) Papers. Collection 2057,ark:/21198/zz002hk98d,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_136.tif,136,text,"[Turkey travel diary: page 122, May 8, 1891]",1841_diary_10_136,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk98d
Sachtleben (William Lewis) Papers. Collection 2058,ark:/21198/zz002hk99x,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_137.tif,137,text,"[Turkey travel diary: page 123, May 8, 1891]",1841_diary_10_137,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk99x
Sachtleben (William Lewis) Papers. Collection 2059,ark:/21198/zz002hk9bf,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_138.tif,138,text,"[Turkey travel diary: page 124, May 8, 1891]",1841_diary_10_138,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9bf
Sachtleben (William Lewis) Papers. Collection 2060,ark:/21198/zz002hk9cz,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_139.tif,139,text,"[Turkey travel diary: page 125, May 8, 1891]",1841_diary_10_139,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9cz
Sachtleben (William Lewis) Papers. Collection 2061,ark:/21198/zz002hk9dg,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_140.tif,140,text,"[Turkey travel diary: page 126, May 8, 1891]",1841_diary_10_140,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9dg
Sachtleben (William Lewis) Papers. Collection 2062,ark:/21198/zz002hk9f0,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_141.tif,141,text,"[Turkey travel diary: page 127, May 8 [probably 9], 1891]",1841_diary_10_141,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9f0
Sachtleben (William Lewis) Papers. Collection 2063,ark:/21198/zz002hk9gh,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_142.tif,142,text,"[Turkey travel diary: page 128, May 8 [probably 9], 1891]",1841_diary_10_142,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9gh
Sachtleben (William Lewis) Papers. Collection 2064,ark:/21198/zz002hk9h1,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_143.tif,143,text,"[Turkey travel diary: page 129, May 8 [probably 9], 1891]",1841_diary_10_143,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9h1
Sachtleben (William Lewis) Papers. Collection 2065,ark:/21198/zz002hk9jj,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_144.tif,144,text,"[Turkey travel diary: page 130, May 8-9 [probably 9-10], 1891]",1841_diary_10_144,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9jj
Sachtleben (William Lewis) Papers. Collection 2066,ark:/21198/zz002hk9k2,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_145.tif,145,text,"[Turkey travel diary: page 131, May 9 [probably 10], 1891]",1841_diary_10_145,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9k2
Sachtleben (William Lewis) Papers. Collection 2067,ark:/21198/zz002hk9mk,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_146.tif,146,text,"[Turkey travel diary: page 132, May 9 [probably 10], 1891]",1841_diary_10_146,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9mk
Sachtleben (William Lewis) Papers. Collection 2068,ark:/21198/zz002hk9n3,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_147.tif,147,text,"[Turkey travel diary: page 133, May 9 [probably 10], 1891]",1841_diary_10_147,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9n3
Sachtleben (William Lewis) Papers. Collection 2069,ark:/21198/zz002hk9pm,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_148.tif,148,text,"[Turkey travel diary: page 134, May 9 [probably 10], 1891]",1841_diary_10_148,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9pm
Sachtleben (William Lewis) Papers. Collection 2070,ark:/21198/zz002hk9q4,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_149.tif,149,text,"[Turkey travel diary: page 135, May 9 [probably 10], 1891]",1841_diary_10_149,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9q4
Sachtleben (William Lewis) Papers. Collection 2071,ark:/21198/zz002hk9rn,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_150.tif,150,text,"[Turkey travel diary: page 136, May 9 [probably 10], 1891]",1841_diary_10_150,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9rn
Sachtleben (William Lewis) Papers. Collection 2072,ark:/21198/zz002hk9s5,ark:/21198/zz002hjqt1,ChildWork,sachtleben_diaries/image/1841_diary_10_151.tif,151,text,"[Turkey travel diary: page 137, May 9 [probably 10], 1891]",1841_diary_10_151,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hk9s5
